Timestamp,Actor,Role,Action,Object_Instance,Object_Type,Topic,Course_ID
2015-10-06 16:55,146,student,view,5,video,Topic 5,curso1,
2015-10-06 01:55,146,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 11:57,146,student,view,5,video,Topic 5,curso1,
2015-10-06 12:42,146,student,view,5,blog,Topic 5,curso1,
2015-10-06 13:57,146,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 03:36,146,student,view,5,wiki,Topic 5,curso1,
2015-10-06 16:58,146,student,view,5,quiz,Topic 5,curso1,
2015-10-06 13:20,146,student,view,5,wiki,Topic 5,curso1,
2015-10-06 17:15,146,student,view,5,link,Topic 5,curso1,
2015-10-06 10:32,146,student,view,5,video,Topic 5,curso1,
2015-10-06 08:36,146,student,view,5,blog,Topic 5,curso1,
2015-10-06 04:01,146,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 17:39,146,student,view,5,link,Topic 5,curso1,
2015-10-06 02:53,146,student,view,5,video,Topic 5,curso1,
2015-10-06 22:20,146,student,view,5,blog,Topic 5,curso1,
2015-10-06 11:55,146,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 02:50,146,student,view,5,wiki,Topic 5,curso1,
2015-10-06 16:01,146,student,view,5,link,Topic 5,curso1,
2015-10-06 15:31,146,student,view,5,video,Topic 5,curso1,
2015-10-06 04:42,146,student,view,5,blog,Topic 5,curso1,
2015-10-06 10:06,146,student,view,5,wiki,Topic 5,curso1,
2015-10-06 07:28,146,student,view,5,link,Topic 5,curso1,
2015-10-06 09:40,146,student,view,5,video,Topic 5,curso1,
2015-10-06 00:38,146,student,view,5,blog,Topic 5,curso1,
2015-10-06 08:37,146,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 12:00,146,student,view,5,wiki,Topic 5,curso1,
2015-10-06 15:17,146,student,view,5,link,Topic 5,curso1,
2015-10-06 13:20,146,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 16:20,146,student,view,5,wiki,Topic 5,curso1,
2015-10-06 10:29,146,student,view,5,link,Topic 5,curso1,
2015-10-06 08:56,146,student,view,5,video,Topic 5,curso1,
2015-10-06 01:53,146,student,view,5,blog,Topic 5,curso1,
2015-10-06 02:37,146,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 08:06,146,student,view,5,wiki,Topic 5,curso1,
2015-10-06 16:11,146,student,view,5,link,Topic 5,curso1,
2015-10-06 04:45,146,student,view,5,video,Topic 5,curso1,
2015-10-06 21:17,147,student,view,5,blog,Topic 5,curso1,
2015-10-06 13:10,147,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 16:25,147,student,view,5,wiki,Topic 5,curso1,
2015-10-06 01:24,147,student,view,5,video,Topic 5,curso1,
2015-10-06 01:35,147,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 24:31,147,student,view,5,wiki,Topic 5,curso1,
2015-10-06 14:36,147,student,view,5,link,Topic 5,curso1,
2015-10-06 03:49,147,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 06:27,147,student,view,5,wiki,Topic 5,curso1,
2015-10-06 22:54,147,student,view,5,blog,Topic 5,curso1,
2015-10-06 10:19,147,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 21:53,147,student,view,5,wiki,Topic 5,curso1,
2015-10-06 21:25,147,student,view,5,link,Topic 5,curso1,
2015-10-06 20:21,147,student,view,5,video,Topic 5,curso1,
2015-10-06 15:30,148,student,view,5,blog,Topic 5,curso1,
2015-10-06 10:58,148,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 05:11,148,student,view,5,wiki,Topic 5,curso1,
2015-10-06 00:56,148,student,view,5,link,Topic 5,curso1,
2015-10-06 08:30,148,student,view,5,blog,Topic 5,curso1,
2015-10-06 15:48,148,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 19:25,148,student,view,5,wiki,Topic 5,curso1,
2015-10-06 03:45,148,student,view,5,link,Topic 5,curso1,
2015-10-06 18:25,148,student,view,5,video,Topic 5,curso1,
2015-10-06 03:12,148,student,view,5,blog,Topic 5,curso1,
2015-10-06 11:19,148,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 24:13,148,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 01:25,148,student,view,5,wiki,Topic 5,curso1,
2015-10-06 19:24,148,student,view,5,book,Topic 5,curso1,
2015-10-06 18:42,148,student,view,5,video,Topic 5,curso1,
2015-10-06 17:12,148,student,view,5,blog,Topic 5,curso1,
2015-10-06 00:60,148,student,view,5,quiz,Topic 5,curso1,
2015-10-06 15:38,148,student,view,5,wiki,Topic 5,curso1,
2015-10-06 20:60,148,student,view,5,blog,Topic 5,curso1,
2015-10-06 03:45,148,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 17:26,148,student,view,5,wiki,Topic 5,curso1,
2015-10-06 17:53,148,student,view,5,video,Topic 5,curso1,
2015-10-06 05:45,148,student,view,5,blog,Topic 5,curso1,
2015-10-06 17:53,148,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 11:42,148,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 02:49,148,student,view,5,wiki,Topic 5,curso1,
2015-10-06 11:02,148,student,view,5,blog,Topic 5,curso1,
2015-10-06 10:26,148,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 21:41,148,student,view,5,wiki,Topic 5,curso1,
2015-10-06 10:20,148,student,view,5,link,Topic 5,curso1,
2015-10-06 02:36,148,student,view,5,video,Topic 5,curso1,
2015-10-06 18:48,148,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 21:42,148,student,view,5,wiki,Topic 5,curso1,
2015-10-06 16:30,148,student,view,5,link,Topic 5,curso1,
2015-10-06 18:49,148,student,view,5,video,Topic 5,curso1,
2015-10-06 19:26,148,student,view,5,blog,Topic 5,curso1,
2015-10-06 02:34,148,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 09:59,148,student,view,5,wiki,Topic 5,curso1,
2015-10-06 16:02,148,student,view,5,link,Topic 5,curso1,
2015-10-06 20:45,148,student,view,5,video,Topic 5,curso1,
2015-10-06 12:09,148,student,view,5,blog,Topic 5,curso1,
2015-10-06 01:35,148,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 04:49,148,student,view,5,wiki,Topic 5,curso1,
2015-10-06 12:20,148,student,view,5,video,Topic 5,curso1,
2015-10-06 03:50,150,student,view,5,blog,Topic 5,curso1,
2015-10-06 14:31,150,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 07:05,150,student,view,5,wiki,Topic 5,curso1,
2015-10-06 06:21,150,student,view,5,link,Topic 5,curso1,
2015-10-06 12:15,150,student,view,5,video,Topic 5,curso1,
2015-10-06 22:48,151,student,view,5,blog,Topic 5,curso1,
2015-10-06 01:35,151,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 09:51,151,student,view,5,wiki,Topic 5,curso1,
2015-10-06 00:56,151,student,view,5,link,Topic 5,curso1,
2015-10-06 06:53,151,student,view,5,video,Topic 5,curso1,
2015-10-06 19:60,151,student,view,5,blog,Topic 5,curso1,
2015-10-06 06:25,151,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 12:04,151,student,view,5,link,Topic 5,curso1,
2015-10-06 01:26,151,student,view,5,video,Topic 5,curso1,
2015-10-06 03:34,151,student,view,5,blog,Topic 5,curso1,
2015-10-06 16:47,151,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 10:19,151,student,view,5,wiki,Topic 5,curso1,
2015-10-06 05:22,151,student,view,5,link,Topic 5,curso1,
2015-10-06 23:02,151,student,view,5,video,Topic 5,curso1,
2015-10-06 20:48,151,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 20:46,151,student,view,5,wiki,Topic 5,curso1,
2015-10-06 19:17,151,student,view,5,link,Topic 5,curso1,
2015-10-06 24:35,151,student,view,5,video,Topic 5,curso1,
2015-10-06 07:14,151,student,view,5,blog,Topic 5,curso1,
2015-10-06 04:01,151,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 22:09,151,student,view,5,wiki,Topic 5,curso1,
2015-10-06 14:18,151,student,view,5,video,Topic 5,curso1,
2015-10-06 12:17,151,student,view,5,blog,Topic 5,curso1,
2015-10-06 09:49,151,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 20:51,151,student,view,5,link,Topic 5,curso1,
2015-10-06 17:10,151,student,view,5,forum,Topic 5,curso1,
2015-10-06 01:60,151,student,view,5,link,Topic 5,curso1,
2015-10-06 01:05,151,student,view,5,blog,Topic 5,curso1,
2015-10-06 05:19,151,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 04:33,151,student,view,5,wiki,Topic 5,curso1,
2015-10-06 04:18,151,student,view,5,link,Topic 5,curso1,
2015-10-06 20:60,151,student,view,5,blog,Topic 5,curso1,
2015-10-06 15:17,151,student,view,5,wiki,Topic 5,curso1,
2015-10-06 24:40,151,student,view,5,link,Topic 5,curso1,
2015-10-06 23:28,151,student,view,5,video,Topic 5,curso1,
2015-10-06 10:59,151,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 11:26,151,student,view,5,wiki,Topic 5,curso1,
2015-10-06 03:44,151,student,view,5,link,Topic 5,curso1,
2015-10-06 08:09,151,student,view,5,blog,Topic 5,curso1,
2015-10-06 16:41,151,student,view,5,wiki,Topic 5,curso1,
2015-10-06 11:39,151,student,view,5,quiz,Topic 5,curso1,
2015-10-06 00:51,151,student,view,5,wiki,Topic 5,curso1,
2015-10-06 14:34,151,student,view,5,link,Topic 5,curso1,
2015-10-06 10:12,151,student,view,5,video,Topic 5,curso1,
2015-10-06 18:28,152,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 19:24,152,student,view,5,video,Topic 5,curso1,
2015-10-06 09:34,152,student,view,5,blog,Topic 5,curso1,
2015-10-06 19:22,152,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 24:44,152,student,view,5,wiki,Topic 5,curso1,
2015-10-06 23:33,152,student,view,5,video,Topic 5,curso1,
2015-10-06 19:30,152,student,view,5,blog,Topic 5,curso1,
2015-10-06 18:19,152,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 12:09,152,student,view,5,link,Topic 5,curso1,
2015-10-06 00:21,152,student,view,5,video,Topic 5,curso1,
2015-10-06 19:14,152,student,view,5,blog,Topic 5,curso1,
2015-10-06 16:43,152,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 02:21,152,student,view,5,wiki,Topic 5,curso1,
2015-10-06 08:11,152,student,view,5,link,Topic 5,curso1,
2015-10-06 03:17,152,student,view,5,video,Topic 5,curso1,
2015-10-06 18:41,152,student,view,5,blog,Topic 5,curso1,
2015-10-06 13:44,152,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 15:31,152,student,view,5,wiki,Topic 5,curso1,
2015-10-06 15:06,152,student,view,5,link,Topic 5,curso1,
2015-10-06 01:55,152,student,view,5,blog,Topic 5,curso1,
2015-10-06 18:03,152,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 17:52,152,student,view,5,wiki,Topic 5,curso1,
2015-10-06 16:47,152,student,view,5,quiz,Topic 5,curso1,
2015-10-06 15:30,152,student,view,5,link,Topic 5,curso1,
2015-10-06 09:43,152,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 19:33,152,student,view,5,wiki,Topic 5,curso1,
2015-10-06 04:44,152,student,view,5,video,Topic 5,curso1,
2015-10-06 15:04,153,student,view,5,blog,Topic 5,curso1,
2015-10-06 20:32,153,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 14:14,153,student,view,5,wiki,Topic 5,curso1,
2015-10-06 10:15,153,student,view,5,link,Topic 5,curso1,
2015-10-06 19:24,153,student,view,5,video,Topic 5,curso1,
2015-10-06 16:59,153,student,view,5,blog,Topic 5,curso1,
2015-10-06 24:55,153,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 04:22,153,student,view,5,wiki,Topic 5,curso1,
2015-10-06 12:10,153,student,view,5,video,Topic 5,curso1,
2015-10-06 11:41,153,student,view,5,blog,Topic 5,curso1,
2015-10-06 20:24,153,student,view,5,wiki,Topic 5,curso1,
2015-10-06 05:12,153,student,view,5,link,Topic 5,curso1,
2015-10-06 20:26,153,student,view,5,video,Topic 5,curso1,
2015-10-06 09:40,153,student,view,5,blog,Topic 5,curso1,
2015-10-06 18:35,153,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 08:26,153,student,view,5,wiki,Topic 5,curso1,
2015-10-06 15:13,153,student,view,5,link,Topic 5,curso1,
2015-10-06 15:11,153,student,view,5,video,Topic 5,curso1,
2015-10-06 10:44,153,student,view,5,blog,Topic 5,curso1,
2015-10-06 17:11,153,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 19:04,153,student,view,5,wiki,Topic 5,curso1,
2015-10-06 22:17,153,student,view,5,link,Topic 5,curso1,
2015-10-06 00:53,153,student,view,5,video,Topic 5,curso1,
2015-10-06 19:04,153,student,view,5,blog,Topic 5,curso1,
2015-10-06 02:59,153,student,view,5,link,Topic 5,curso1,
2015-10-06 07:06,153,student,view,5,video,Topic 5,curso1,
2015-10-06 19:23,153,student,view,5,blog,Topic 5,curso1,
2015-10-06 16:19,153,student,view,5,blog,Topic 5,curso1,
2015-10-06 15:07,153,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 13:58,153,student,view,5,wiki,Topic 5,curso1,
2015-10-06 15:51,153,student,view,5,link,Topic 5,curso1,
2015-10-06 16:02,153,student,view,5,video,Topic 5,curso1,
2015-10-06 03:10,153,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 18:51,153,student,view,5,wiki,Topic 5,curso1,
2015-10-06 11:51,153,student,view,5,link,Topic 5,curso1,
2015-10-06 19:35,153,student,view,5,video,Topic 5,curso1,
2015-10-06 00:34,153,student,view,5,blog,Topic 5,curso1,
2015-10-06 20:55,153,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 14:11,153,student,view,5,wiki,Topic 5,curso1,
2015-10-06 03:56,153,student,view,5,link,Topic 5,curso1,
2015-10-06 16:34,153,student,view,5,video,Topic 5,curso1,
2015-10-06 21:57,154,student,view,5,blog,Topic 5,curso1,
2015-10-06 19:15,154,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 10:57,154,student,view,5,blog,Topic 5,curso1,
2015-10-06 12:11,154,student,view,5,link,Topic 5,curso1,
2015-10-06 08:08,154,student,view,5,video,Topic 5,curso1,
2015-10-06 17:03,154,student,view,5,video,Topic 5,curso1,
2015-10-06 14:29,154,student,view,5,blog,Topic 5,curso1,
2015-10-06 07:15,154,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 01:45,154,student,view,5,wiki,Topic 5,curso1,
2015-10-06 15:01,154,student,view,5,link,Topic 5,curso1,
2015-10-06 04:08,154,student,view,5,video,Topic 5,curso1,
2015-10-06 23:24,154,student,view,5,blog,Topic 5,curso1,
2015-10-06 09:26,154,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 24:38,154,student,view,5,video,Topic 5,curso1,
2015-10-06 17:58,154,student,view,5,blog,Topic 5,curso1,
2015-10-06 18:53,154,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 23:01,154,student,view,5,wiki,Topic 5,curso1,
2015-10-06 07:35,154,student,view,5,link,Topic 5,curso1,
2015-10-06 11:26,154,student,view,5,video,Topic 5,curso1,
2015-10-06 15:04,154,student,view,5,blog,Topic 5,curso1,
2015-10-06 22:16,154,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 16:26,154,student,view,5,wiki,Topic 5,curso1,
2015-10-06 24:59,154,student,view,5,link,Topic 5,curso1,
2015-10-06 07:48,154,student,view,5,video,Topic 5,curso1,
2015-10-06 20:47,154,student,view,5,blog,Topic 5,curso1,
2015-10-06 13:17,154,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 13:56,154,student,view,5,wiki,Topic 5,curso1,
2015-10-06 06:44,154,student,view,5,link,Topic 5,curso1,
2015-10-06 12:42,154,student,view,5,video,Topic 5,curso1,
2015-10-06 11:58,154,student,view,5,blog,Topic 5,curso1,
2015-10-06 02:56,154,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 02:30,154,student,view,5,wiki,Topic 5,curso1,
2015-10-06 08:21,154,student,view,5,link,Topic 5,curso1,
2015-10-06 20:21,154,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 08:27,154,student,view,5,blog,Topic 5,curso1,
2015-10-06 14:57,154,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 22:18,154,student,view,5,wiki,Topic 5,curso1,
2015-10-06 14:05,154,student,view,5,link,Topic 5,curso1,
2015-10-06 23:31,154,student,view,5,video,Topic 5,curso1,
2015-10-06 18:21,154,student,view,5,book,Topic 5,curso1,
2015-10-06 04:16,154,student,view,5,wiki,Topic 5,curso1,
2015-10-06 03:43,154,student,view,5,link,Topic 5,curso1,
2015-10-06 15:34,154,student,view,5,video,Topic 5,curso1,
2015-10-06 15:03,155,student,view,5,blog,Topic 5,curso1,
2015-10-06 18:10,155,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 13:48,155,student,view,5,wiki,Topic 5,curso1,
2015-10-06 13:53,155,student,view,5,blog,Topic 5,curso1,
2015-10-06 18:40,155,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 19:48,155,student,view,5,link,Topic 5,curso1,
2015-10-06 11:36,155,student,view,5,video,Topic 5,curso1,
2015-10-06 17:53,155,student,view,5,blog,Topic 5,curso1,
2015-10-06 16:28,155,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 12:25,155,student,view,5,wiki,Topic 5,curso1,
2015-10-06 04:36,155,student,view,5,link,Topic 5,curso1,
2015-10-06 10:07,155,student,view,5,video,Topic 5,curso1,
2015-10-06 21:05,155,student,view,5,blog,Topic 5,curso1,
2015-10-06 01:28,155,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 22:39,155,student,view,5,wiki,Topic 5,curso1,
2015-10-06 16:04,155,student,view,5,video,Topic 5,curso1,
2015-10-06 00:42,155,student,view,5,blog,Topic 5,curso1,
2015-10-06 19:03,155,student,view,5,wiki,Topic 5,curso1,
2015-10-06 14:18,155,student,view,5,link,Topic 5,curso1,
2015-10-06 14:28,155,student,view,5,video,Topic 5,curso1,
2015-10-06 04:25,155,student,view,5,blog,Topic 5,curso1,
2015-10-06 04:54,155,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 14:08,155,student,view,5,wiki,Topic 5,curso1,
2015-10-06 02:41,155,student,view,5,link,Topic 5,curso1,
2015-10-06 19:09,155,student,view,5,video,Topic 5,curso1,
2015-10-06 24:27,155,student,view,5,blog,Topic 5,curso1,
2015-10-06 23:20,155,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 22:03,155,student,view,5,link,Topic 5,curso1,
2015-10-06 24:34,155,student,view,5,video,Topic 5,curso1,
2015-10-06 04:06,156,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 24:26,156,student,view,5,wiki,Topic 5,curso1,
2015-10-06 21:32,156,student,view,5,link,Topic 5,curso1,
2015-10-06 06:45,156,student,view,5,video,Topic 5,curso1,
2015-10-06 00:43,156,student,view,5,blog,Topic 5,curso1,
2015-10-06 06:53,156,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 14:60,156,student,view,5,link,Topic 5,curso1,
2015-10-06 02:10,156,student,view,5,video,Topic 5,curso1,
2015-10-06 11:47,156,student,view,5,blog,Topic 5,curso1,
2015-10-06 05:54,156,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 21:12,156,student,view,5,link,Topic 5,curso1,
2015-10-06 12:09,156,student,view,5,video,Topic 5,curso1,
2015-10-06 11:06,156,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 16:28,156,student,view,5,wiki,Topic 5,curso1,
2015-10-06 03:41,156,student,view,5,video,Topic 5,curso1,
2015-10-06 24:21,156,student,view,5,blog,Topic 5,curso1,
2015-10-06 06:50,156,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 02:04,156,student,view,5,link,Topic 5,curso1,
2015-10-06 06:52,156,student,view,5,video,Topic 5,curso1,
2015-10-06 23:25,156,student,view,5,blog,Topic 5,curso1,
2015-10-06 07:29,156,student,view,5,link,Topic 5,curso1,
2015-10-06 11:57,156,student,view,5,video,Topic 5,curso1,
2015-10-06 23:22,156,student,view,5,blog,Topic 5,curso1,
2015-10-06 23:01,156,student,view,5,wiki,Topic 5,curso1,
2015-10-06 12:58,156,student,view,5,link,Topic 5,curso1,
2015-10-06 07:44,156,student,view,5,video,Topic 5,curso1,
2015-10-06 14:31,156,student,view,5,blog,Topic 5,curso1,
2015-10-06 13:51,156,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 02:56,156,student,view,5,wiki,Topic 5,curso1,
2015-10-06 06:25,156,student,view,5,link,Topic 5,curso1,
2015-10-06 08:03,156,student,view,5,video,Topic 5,curso1,
2015-10-06 15:23,156,student,view,5,blog,Topic 5,curso1,
2015-10-06 00:31,156,student,view,5,wiki,Topic 5,curso1,
2015-10-06 10:29,156,student,view,5,video,Topic 5,curso1,
2015-10-06 21:37,157,student,view,5,blog,Topic 5,curso1,
2015-10-06 02:42,157,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 15:44,157,student,view,5,wiki,Topic 5,curso1,
2015-10-06 08:59,157,student,view,5,link,Topic 5,curso1,
2015-10-06 11:12,157,student,view,5,video,Topic 5,curso1,
2015-10-06 24:30,157,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 19:20,157,student,view,5,wiki,Topic 5,curso1,
2015-10-06 12:45,157,student,view,5,link,Topic 5,curso1,
2015-10-06 11:19,157,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 15:08,157,student,view,5,link,Topic 5,curso1,
2015-10-06 02:53,157,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 23:17,157,student,view,5,wiki,Topic 5,curso1,
2015-10-06 14:32,157,student,view,5,link,Topic 5,curso1,
2015-10-06 09:45,157,student,view,5,blog,Topic 5,curso1,
2015-10-06 15:38,157,student,view,5,wiki,Topic 5,curso1,
2015-10-06 17:57,157,student,view,5,link,Topic 5,curso1,
2015-10-06 24:31,157,student,view,5,video,Topic 5,curso1,
2015-10-06 07:32,157,student,view,5,blog,Topic 5,curso1,
2015-10-06 08:06,157,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 05:35,157,student,view,5,LTI,Topic 5,curso1,
2015-10-06 14:22,157,student,view,5,video,Topic 5,curso1,
2015-10-06 22:06,157,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 12:03,157,student,view,5,wiki,Topic 5,curso1,
2015-10-06 16:53,157,student,view,5,link,Topic 5,curso1,
2015-10-06 12:44,157,student,submit,5,assessment,Topic 5,curso1,
2015-10-06 19:09,157,student,view,5,wiki,Topic 5,curso1,
2015-10-06 07:05,157,student,view,5,link,Topic 5,curso1,
2015-10-06 12:22,157,student,view,5,wiki,Topic 5,curso1,
